OBJECTID,ain,ASI_Status,situsaddress,situscity,situszip,LV_IV_Ratio,YearBuiltMax,usecode,usetype,usedescription,Vacant_Use,Publicly_Owned,unitstotal,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,SP_LUP1,SP_LUP_Desc1,PctSpLupArea1,SP_LUP2,SP_LUP_Desc2,PctSpLupArea2,SP_LUP3,SP_LUP_Desc3,PctSpLupArea3,Acres,LUP_Units_Total,LUP_MinDens,LUP_MaxDens,Site_Status,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Lot_Size_Consolidated,Lot_Consolidation_Notes,Consolidation_Adj_APNs,Previous_HE,Shape__Area,Shape__Length
1249,3101026006,Vacant,Rimfield Ave & W Avenue M-8,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.36940705,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16091.37109,536.5509471
1250,3101027038,Vacant,Rimfield Ave & W Avenue M-9,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.20196191,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,8797.459961,382.6500805
1251,3101028011,Vacant,47th St W & W Avenue M-8,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.18483152,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,8051.261719,385.5127731
1252,3101030004,Vacant,Rimfield Ave & W Avenue M-10,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.3845804,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16752.32129,523.5231546
1253,3101030010,Vacant,45th St W & Avenue M-10,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.28300895,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,12327.87109,485.0530725
1254,3101030020,Vacant,45th St W & Avenue M-10,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100.001,,,,,,,,,,,,,,0.2089383,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9101.352539,446.9815392
1255,3101031054,Vacant,VAC/AVE M12/VIC 47 STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.42192468,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,18379.03809,722.4162075
1256,3101039027,Vacant,VAC/LAIDLAW(58W)/VIC AVE M8,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-A,,,,,,H2,100,,,,,,,,,,,,,,0.23004709,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,10020.85156,402.4289667
1257,3102002014,Vacant,52nd St W & W Avenue L,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.38534418,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16785.59277,702.9325929
1258,3102003005,Vacant,5238 W AVENUE L,QUARTZ HILL CA,93536-4418,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.38565991,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16799.34473,703.4544332
1259,3102003008,Vacant,52nd St W & W Avenue L,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.26773948,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11662.73145,568.4319863
1260,3102003011,Vacant,52nd St W & W Avenue L,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100.002,,,,,,,,,,,,,,0.21204563,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9236.710938,463.1840913
1261,3102004005,Vacant,52nd St W & W Avenue L-2,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.39256514,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17100.13867,718.4055579
1262,3102006008,Vacant,55th St W & W Avenue L-4,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.39543295,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17225.05957,718.4322926
1263,3102006018,Vacant,VAC/AVE L6/VIC 55TH STW,QUARTZ HILL CA,93536-4403,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.39272257,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17106.99414,716.9507476
1264,3102007005,Vacant,VAC/AVE L4/VIC 52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.38817031,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16908.69824,715.9319709
1265,3102007006,Vacant,VAC/AVE L4/VIC 52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.40689959,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17724.5459,720.9315248
1266,3102007011,Vacant,52nd St W & Batris Ln,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100.001,,,,,,,,,,,,,,0.2616016,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11395.36426,505.4703003
1267,3102008014,Vacant,52nd St W & W Avenue L-8,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,99.999,,,,,,,,,,,,,,0.27416013,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11942.41602,516.9647594
1268,3102009017,Vacant,55th St W & W Avenue L-8,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.40532601,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17656.00098,724.9239793
1269,3102012010,Vacant,52nd St W & W Avenue L-10,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.27193753,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11845.59863,501.8602236
1270,3102013015,Vacant,55th St W & W Avenue L-12,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.39230033,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17088.60156,722.4043477
1271,3102017012,Vacant,VAC/COR AVE L14/51 STW,QUARTZ HILL,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.454745,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,19808.69238,717.1542898
1272,3102020030,Vacant,52nd St W & W Avenue L-12,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.21733276,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9467.013672,433.9629511
1273,3102021006,Vacant,VAC/AVE L10/VIC 50TH STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.40556814,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17666.54785,720.9413256
1274,3102021007,Vacant,VAC/AVE L10/VIC 50TH STW,LANCASTER CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-3,,,,,,H18,100,,,,,,,,,,,,,,0.39422186,,0,18 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17172.30469,717.9178615
1275,3102023020,Vacant,52nd St W & W Avenue L-10,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.40108176,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,17471.12109,716.4024682
1276,3102023028,Vacant,W Avenue L-8 & Waterford Wy,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.38471499,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16758.18457,699.9430152
1277,3102025051,Vacant,51st St W & W Avenue L-2,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.2133823,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9294.932617,442.6050761
1278,3102026010,Vacant,51st St W & W Avenue L,,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,R-1,,,,,,H2,100,,,,,,,,,,,,,,0.13625216,,0,2 du/net ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5935.145508,456.5800475
1279,3204012003,Vacant,VAC/50TH STW(PAV)/VIC AVE K8,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.37578645,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,16369.25781,511.9651057
1280,3204012904,Vacant,50th St W & W Avenue K-8,,93536,0,0,010V,Residential,Single,Vacant Use,YES - Special District-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.22314498,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9720.196289,409.9640425
1281,3204015012,Vacant,VAC/AVE L(PAV)/VIC 52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.13214964,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5756.438477,643.9541828
1282,3204015015,Vacant,VAC/AVE L(PAV)/52ND STW,QUARTZ HILL CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-1-1,,,,,,RL1,100,,,,,,,,,,,,,,0.25582178,,0,1 du / 1 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11143.59766,679.9712561
1283,3218006038,Vacant,VAC/AVE I15/VIC 100 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.12136022,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5286.451172,361.3165575
1284,3218006039,Vacant,VAC/AVE I15/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.22138234,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9643.415039,443.082716
1285,3218006040,Vacant,VAC/AVE J/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.15057989,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,6559.259766,375.8866242
1286,3218011008,Vacant,VAC/COR 96 PLW/AVE I14,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17389803,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7574.998047,401.0430368
1287,3218012007,Vacant,VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17272306,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7523.816406,400.4517476
1288,3218012008,Vacant,VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17367596,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7565.325195,401.1111942
1289,3218012009,Vacant,VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17285466,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7529.548828,400.7414274
1290,3218012010,Vacant,VAC/AVE I14/VIC 98 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17388439,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7574.404297,401.4514155
1291,3218012011,Vacant,VAC/COR AVE I14/98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17436287,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7595.245117,401.842129
1292,3218012012,Vacant,VAC/COR AVE I13/98 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17402008,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7580.31543,401.2124992
1293,3218012013,Vacant,VAC/AVE I13/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17445513,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7599.265625,401.9616142
1294,3218012014,Vacant,VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17446692,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7599.779297,401.9819553
1295,3218012016,Vacant,VAC/AVE I13/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17314189,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7542.060547,401.2008573
1296,3218012017,Vacant,VAC/COR 98 PLW/AVE I13,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.34539354,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,15045.34277,701.9134811
1297,3218013013,Vacant,VAC/AVE I13/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17400613,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7579.707031,401.7210997
1298,3218013014,Vacant,VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17320035,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7544.606445,401.2808095
1299,3218013027,Vacant,VAC/AVE I14/VIC 99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.14899884,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,6490.389648,375.0633624
1300,3218013030,Vacant,VAC/COR AVE I12/99 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.25879383,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,11273.05859,469.8553871
1301,3218013033,Vacant,VAC/AVE I12/VIC 100 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.13398851,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,5836.541016,342.4131846
1302,3218013035,Vacant,VAC/AVE I14/VIC 98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17234739,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7507.453125,400.9322433
1303,3218014007,Vacant,VAC/COR AVE I13/98 PLW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17228474,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7504.722656,400.211783
1304,3218015001,Vacant,VAC/COR 96 PLW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17322909,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7545.859375,401.3718772
1305,3218015002,Vacant,VAC/COR 97 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17457286,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7604.393555,402.7010571
1306,3218015003,Vacant,VAC/COR 97 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.20960575,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,9130.427734,410.9606943
1307,3218016001,Vacant,VAC/COR 95 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17964912,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7825.515625,404.9865261
1308,3218016002,Vacant,VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17367734,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7565.383789,401.5935708
1309,3218016003,Vacant,VAC/COR 96 STW/AVE I12,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17454635,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7603.239258,402.1474648
1310,3218016004,Vacant,VAC/AVE I12/VIC 96 STW,DEL SUR CA,93536,0,0,010V,Residential,Single,Vacant Use,NO - Privately-Owned,0,5,Antelope Valley,Antelope Valley Planning Area,ANTELOPE VALLEY,Antelope Valley Area Plan,A-2-2,,,,,,RL2,100,,,,,,,,,,,,,,0.17302973,,0,1 du / 2 gross ac,Available,0,0,1,0,1,M,,,,,Not Used in Prior Housing Element,7537.175781,401.516851
